title,price,categoryName,address,neighborhood,street,city,postalCode,state,countryCode,website,phone,phoneUnformatted,claimThisBusiness,location,totalScore,permanentlyClosed,temporarilyClosed,placeId,categories,fid,cid,reviewsCount,imagesCount,imageCategories,scrapedAt,googleFoodUrl,hotelAds,openingHours,peopleAlsoSearch,placesTags,reviewsTags,additionalInfo,gasPrices,url,searchPageUrl,searchString,language,rank,isAdvertisement,imageUrl,kgmid,search_service,search_metro,batch_number,scraped_timestamp,reviewsDistribution,additionalOpeningHours,isExternalServicePlace,externalId,description,reserveTableUrl
Faros Construction Services,,General contractor,"3660 W 1st Ave, Denver, CO 80219",Barnum,3660 W 1st Ave,Denver,80219,Colorado,US,https://faroscs.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_profile,(720) 594-5604,+17205945604,False,"{'lat': 39.7180268, 'lng': -105.035768}",4.9,False,False,ChIJq6oNf66Aa4cR2sTMUtxn-7k,"['General contractor', 'Bathroom remodeler', 'Concrete contractor', 'Deck builder', 'Home builder', 'Kitchen remodeler', 'Masonry contractor', 'Painting', 'Remodeler', 'Roofing contractor']",0x876b80ae7f0daaab:0xb9fb67dc52ccc4da,13401419312150660314,246.0,429.0,[],2026-03-02T07:57:19.786Z,,[],"[{'day': 'Monday', 'hours': '8:30\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '8:30\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '8:30\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '8:30\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '8:30\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': '8\u202fAM to 12\u202fPM'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'Service options': [{'Online estimates': True}, {'Onsite services': False}], 'Accessibility': [{'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=Faros%20Construction%20Services&query_place_id=ChIJq6oNf66Aa4cR2sTMUtxn-7k,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,2,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozsMp214EHft6xQJhuoMIGCzqteKBj8C_6PR3SEZoJh6DxH8lirKB81D5zV7W7xSVJnZw__z9oE6QF6VLENsosFKp05KTGSqo6ik7sbkvE2TSiwtu-UP5zYOtheKB82Y5TfqwKug=w408-h544-k-no,/g/11hy9p93x1,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591414,,,,,,
Porterhouse Construction Co.,,Construction company,"1550 Larimer St, Denver, CO 80202",Central,1550 Larimer St,Denver,80202,Colorado,US,https://www.porterhouseconstructionco.com/,(720) 263-0585,+17202630585,False,"{'lat': 39.7486903, 'lng': -104.9976963}",4.9,False,False,ChIJtXmJtVb4p4IR-JCutbIxbvE,"['Construction company', 'Concrete contractor', 'Contractor', 'Deck builder', 'Fence contractor']",0x82a7f856b58979b5:0xf16e31b2b5ae90f8,17396897054200860920,59.0,178.0,[],2026-03-02T07:57:19.787Z,,[],"[{'day': 'Monday', 'hours': '7\u202fAM to 4\u202fPM'}, {'day': 'Tuesday', 'hours': '7\u202fAM to 4\u202fPM'}, {'day': 'Wednesday', 'hours': '7\u202fAM to 4\u202fPM'}, {'day': 'Thursday', 'hours': '7\u202fAM to 4\u202fPM'}, {'day': 'Friday', 'hours': '7\u202fAM to 4\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'From the business': [{'Identifies as disabled-owned': True}], 'Service options': [{'Online estimates': True}, {'Onsite services': True}, {'English': True}], 'Crowd': [{'LGBTQ+ friendly': True}]}",[],https://www.google.com/maps/search/?api=1&query=Porterhouse%20Construction%20Co.&query_place_id=ChIJtXmJtVb4p4IR-JCutbIxbvE,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,9,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8xo-io0QXeq0aMSgJEXnu7ZnaJIF_o45OPKJmV3t0xLT-3no9zjzMkIY2TXzMVRcHDn6w_Y2pgQ9kYc6XaIThOtspoI_S4GqgXQ3esZbXQ517wRRA84WORZyRLl7a6xQo2-L7-w=w408-h544-k-no,/g/11y32tj_ct,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591416,,,,,,
Turner Construction Company,,Construction company,"1401 Zuni St, Denver, CO 80204",Central,1401 Zuni St,Denver,80204,Colorado,US,http://www.turnerconstruction.com/office-network/denver,(303) 753-9600,+13037539600,False,"{'lat': 39.7388637, 'lng': -105.0162959}",4.2,False,False,ChIJRZMoM8N4bIcRWFu9LIoUKFs,['Construction company'],0x876c78c333289345:0x5b28148a2cbd5b58,6568522640208517976,13.0,6.0,[],2026-03-02T07:57:19.787Z,,[],"[{'day': 'Monday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=Turner%20Construction%20Company&query_place_id=ChIJRZMoM8N4bIcRWFu9LIoUKFs,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,10,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaN1dodxGG97tgg3bm6i-ul2SHeHb0x86kbE4h99EO7iVoq7x2n-8YeDU2eWxxrI8z89d_NR1SqeTokzZvNXkHKW-IXAGZ3jwKhvpuu0DYSv4lxxvyitP01TJWG-DbYoJSa5YXqQ=w408-h272-k-no,/g/11bymxtrl1,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591418,,,,,,
"MAX Construction, Inc.",,Construction company,"835 Delaware St, Denver, CO 80204",Central,835 Delaware St,Denver,80204,Colorado,US,http://www.maxconstructioninc.com/,(303) 573-6294,+13035736294,False,"{'lat': 39.7295804, 'lng': -104.9931688}",4.8,False,False,ChIJdQkfHy9_bIcRc79ETfDtITs,"['Construction company', 'General contractor']",0x876c7f2f1f1f0975:0x3b21edf04d44bf73,4260948338813484915,8.0,2.0,[],2026-03-02T07:57:19.787Z,,[],"[{'day': 'Monday', 'hours': '7\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '7\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '7\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '7\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '7\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=MAX%20Construction%2C%20Inc.&query_place_id=ChIJdQkfHy9_bIcRc79ETfDtITs,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,11,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqo7Zk_NPXMXhaG5IXkZ9TRRelzNh-O9vU-eRgGt-HoYNbIr6nr2je1PsvKz4JnT7WP2RxMZ0kzC0ONZslgnErvkX5zUiJDLUzuZcmvK3Xn5Bzm3EXEd9_UEkTLqac3Bp4LVK0tFA=w408-h272-k-no,/g/1tgh3gpv,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591420,,,,,,
Sustainable Design Build,,Home builder,"99 Inca St, Denver, CO 80223",Baker,99 Inca St,Denver,80223,Colorado,US,https://sdb-denver.com/,(720) 667-4876,+17206674876,False,"{'lat': 39.7182534, 'lng': -104.9979005}",4.8,False,False,ChIJwx7z1Bh5bIcRVlXP_yjDK3c,"['Home builder', 'Architect', 'General contractor', 'Interior designer']",0x876c7918d4f31ec3:0x772bc328ffcf5556,8587171695369868630,30.0,207.0,[],2026-03-02T07:57:19.787Z,,[],"[{'day': 'Monday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'Service options': [{'Onsite services': True}, {'Online estimates': False}], 'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible restroom': True}, {'Wheelchair accessible seating': True}], 'Amenities': [{'Gender-neutral restroom': True}], 'Crowd': [{'LGBTQ+ friendly': True}, {'Transgender safespace': True}], 'Parking': [{'Free parking lot': True}, {'Free street parking': True}, {'On-site parking': True}]}",[],https://www.google.com/maps/search/?api=1&query=Sustainable%20Design%20Build&query_place_id=ChIJwx7z1Bh5bIcRVlXP_yjDK3c,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,12,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlZy9HO16BiN0QQWVJpCe8D2sARJs4rZ6mjiN8kYHgOtktpUbIGQWobmtmBabM9fHRDx5PgZkkQ2ynVM7EN4C2BPy2ayHdWTa0QOH6BQkqm4d49Inm4gegrSqUCO8djk3eXX2O=w408-h306-k-no,/g/11g697nlvk,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591421,,,,,,
AGC of Colorado,,General contractor,"1114 W 7th Ave Ste 200, Denver, CO 80204",Central,1114 W 7th Ave Ste 200,Denver,80204,Colorado,US,http://www.agccolorado.org/,(303) 388-2422,+13033882422,True,"{'lat': 39.7270829, 'lng': -105.002087}",4.3,False,False,ChIJaff6vjB_bIcRRSFZr5_kIiE,['General contractor'],0x876c7f30befaf769:0x2122e49faf592145,2387722126952571205,12.0,1.0,[],2026-03-02T07:57:19.787Z,,[],"[{'day': 'Monday', 'hours': '7\u202fAM to 8\u202fPM'}, {'day': 'Tuesday', 'hours': '7\u202fAM to 8\u202fPM'}, {'day': 'Wednesday', 'hours': '7\u202fAM to 8\u202fPM'}, {'day': 'Thursday', 'hours': '7\u202fAM to 8\u202fPM'}, {'day': 'Friday', 'hours': '7\u202fAM to 8\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': '7\u202fAM to 8:05\u202fPM'}]",[],[],[],"{'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=AGC%20of%20Colorado&query_place_id=ChIJaff6vjB_bIcRRSFZr5_kIiE,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,14,False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EyX1qH-KSlmIVwYuoM_MBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.96078&pitch=0&thumbfov=100,/g/1wnbyhsh,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591423,,,,,,
Thrive Home Builders,,Construction company,"1875 Lawrence St #900, Denver, CO 80202",Central,1875 Lawrence St #900,Denver,80202,Colorado,US,https://www.thrivehomebuilders.com/,(303) 707-4400,+13037074400,False,"{'lat': 39.7514194, 'lng': -104.9934402}",4.0,False,False,ChIJr89ixep4bIcRp3X0T9BD6ys,['Construction company'],0x876c78eac562cfaf:0x2beb43d04ff475a7,3164697725131584935,63.0,22.0,[],2026-03-02T07:57:19.788Z,,[],"[{'day': 'Monday', 'hours': '11\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '10\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '10\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '10\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '10\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': '10\u202fAM to 5\u202fPM'}, {'day': 'Sunday', 'hours': '10\u202fAM to 5\u202fPM'}]",[],[],[],"{'Service options': [{'English': True}], 'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=Thrive%20Home%20Builders&query_place_id=ChIJr89ixep4bIcRp3X0T9BD6ys,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,15,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGhJczDUpIIO8npvFUuIkIDf4xI58dSyQBRLqIMjFRNI092AME3A5DDQm651eB3x6hkL41pC7hM18jjQ_1KvQEOc9CUR3bkr6sP3MGjJWsSqVM8DbF-Iy4mMJAik5ecWY111kqvQ=w426-h240-k-no,/g/1tfgpwxy,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591425,,,,,,
"Metro Construction, Inc.",,Roofing contractor,"2420 Alcott St, Denver, CO 80211",Jefferson Park,2420 Alcott St,Denver,80211,Colorado,US,http://www.mymetroconstruction.com/,(303) 242-8444,+13032428444,False,"{'lat': 39.7522201, 'lng': -105.0173429}",4.2,False,False,ChIJu4SV3x95bIcR_NtQ8CuFsO4,"['Roofing contractor', 'Insulation contractor', 'Siding contractor', 'Solar energy system service', 'Window installation service']",0x876c791fdf9584bb:0xeeb0852bf050dbfc,17199393400689843196,102.0,5.0,[],2026-03-02T07:57:19.788Z,,[],"[{'day': 'Monday', 'hours': '7\u202fAM to 7\u202fPM'}, {'day': 'Tuesday', 'hours': '7\u202fAM to 7\u202fPM'}, {'day': 'Wednesday', 'hours': '7\u202fAM to 7\u202fPM'}, {'day': 'Thursday', 'hours': '7\u202fAM to 7\u202fPM'}, {'day': 'Friday', 'hours': '7\u202fAM to 7\u202fPM'}, {'day': 'Saturday', 'hours': '8\u202fAM to 7\u202fPM'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'From the business': [{'Identifies as women-owned': True}], 'Service options': [{'Online estimates': True}, {'Onsite services': True}], 'Accessibility': [{'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=Metro%20Construction%2C%20Inc.&query_place_id=ChIJu4SV3x95bIcR_NtQ8CuFsO4,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,16,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEF9xArXWNNfXDqfF5Y_VWGX7GLK1qJes6mwWd5HMHZP6wvJu6gvELJ-0m496PB3yDbGEQLYg1GFoAwBt9fWg35wHV0e68Y-bS8QtInW76YcS5Vrl8ga2yHfthfvfWgVGpqApW=w408-h255-k-no,/g/1tg6w5hl,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591427,,,,,,
303 Construction,,Construction company,,,,,,,,http://www.303construction.com/,(303) 915-3575,+13039153575,False,"{'lat': 39.7715744, 'lng': -104.882486}",4.9,False,False,ChIJgbOxL5yHa4cRXkdhBHYdNLE,"['Construction company', 'Service establishment']",0x876b879c2fb1b381:0xb1341d760461475e,12768863236219029342,39.0,36.0,[],2026-03-02T07:57:19.788Z,,[],"[{'day': 'Monday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],,[],https://www.google.com/maps/search/?api=1&query=303%20Construction&query_place_id=ChIJgbOxL5yHa4cRXkdhBHYdNLE,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,17,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKRYeDJ91lZCuFSBHb-hDnGeeKJsqdY1RjTNWOoZkbuWrDyRmBs8VtlHzG2FoeH98RowbeFii1EAEIK0gJFlIyENu3UG1TmbvtjX8qIBcMLpC120h4YNLhtcpycdNMKBUb8rhf=w408-h306-k-no,/g/11ghsbsphp,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591428,,,,,,
Forest St. Builders LLC,,General contractor,"2460 W 26th Ave Suite C-025, Denver, CO 80211",Jefferson Park,2460 W 26th Ave Suite C-025,Denver,80211,Colorado,US,http://www.foreststbuilders.com/,(303) 335-8676,+13033358676,False,"{'lat': 39.7536006, 'lng': -105.0163539}",4.9,False,False,ChIJNzjDtiV9bIcRXDx1ApmPebo,"['General contractor', 'Custom home builder', 'Home builder', 'Remodeler']",0x876c7d25b6c33837:0xba798f9902753c5c,13436928850570591324,54.0,92.0,[],2026-03-02T07:57:19.788Z,,[],"[{'day': 'Monday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '9\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'Service options': [{'Online estimates': False}, {'Onsite services': False}], 'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=Forest%20St.%20Builders%20LLC&query_place_id=ChIJNzjDtiV9bIcRXDx1ApmPebo,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,18,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDVCuugYzo02PfCPNTizWAtW1GsUICOywRG0t3gC2zAUGmh2HY8mf06keopFPzDWUPKuWKhzSVV2NsP2Bse0vC1-_XfZ8thhMFVb2qzUQsN_i-OW8ILvNjCjOdDWgB5Qumt1g=w408-h272-k-no,/g/11h6jh5h9x,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591430,,,,,,
Shaw Construction,,Construction company,"300 Kalamath St, Denver, CO 80223",Baker,300 Kalamath St,Denver,80223,Colorado,US,http://www.shawconstruction.net/,(303) 825-4740,+13038254740,False,"{'lat': 39.7212376, 'lng': -104.9996863}",3.3,False,False,ChIJn9t5gjx_bIcR8vCCdQjn8LU,['Construction company'],0x876c7f3c8279db9f:0xb5f0e7087582f0f2,13110232538792784114,29.0,46.0,[],2026-03-02T07:57:19.788Z,,[],"[{'day': 'Monday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],"{'Accessibility': [{'Wheelchair accessible entrance': True}, {'Wheelchair accessible parking lot': True}]}",[],https://www.google.com/maps/search/?api=1&query=Shaw%20Construction&query_place_id=ChIJn9t5gjx_bIcR8vCCdQjn8LU,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,20,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepDT-vtFksUT3lQxHQXOGf_alFm9if9Bq_5VxytwLzh8wjwoycnc0K0if4CiCZjxUE8t3uqRKpKxpJcVuPaqnO2aUFmum1ezXvydD48des0rnBeiuDEMtSlNCRHwzO7ITL_Lwf5=w408-h306-k-no,/g/1tmpff2j,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591763,,,,,,
RDS Hardscape Service,,Landscape designer,"1900 South Quince Street unit f, Denver, CO 80231",,,,,,,,(720) 495-0715,+1 720-495-0715,False,"{'lat': 39.681574, 'lng': -104.902049}",4.5,False,False,,['Landscape designer'],0x8ddac03be1fcbc83:0xccb63e1c85fe1d3f,14751045921726668095,76.0,,[],2026-03-02T07:57:22.273Z,,[],"[{'day': 'Monday', 'hours': '8\u202fAM to 4\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 4\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 4\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 4\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 4\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],,[],"https://www.google.com/maps/place/RDS Hardscape Service/@39.681574,-104.902049,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d39.681574!4d-104.902049!16snull!17Bnull","https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,21,True,https://lh3.googleusercontent.com/p/AF1QipPOiEOra6uPTUvExnibTvg9AmIwe0BGBDOHNUpq=k-no-,,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591769,,,True,,,
CS Home Solutions,,Contractor,"1550 Larimer St Ste 628, Denver, CO 80202",Central,1550 Larimer St Ste 628,Denver,80202,Colorado,US,http://www.cshomesolutions.com/,(303) 563-9380,+13035639380,False,"{'lat': 39.7486585, 'lng': -104.9976223}",4.9,False,False,ChIJIzw3XIx5bIcRDSM_2PgkIqg,"['Contractor', 'Bathroom remodeler', 'Flooring contractor', 'Handyman/Handywoman/Handyperson', 'Kitchen remodeler']",0x876c798c5c373c23:0xa82224f8d83f230d,12115286598778561293,502.0,58.0,[],2026-03-02T07:57:22.276Z,,[],"[{'day': 'Monday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Tuesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Wednesday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Thursday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Friday', 'hours': '8\u202fAM to 5\u202fPM'}, {'day': 'Saturday', 'hours': 'Closed'}, {'day': 'Sunday', 'hours': 'Closed'}]",[],[],[],,[],https://www.google.com/maps/search/?api=1&query=CS%20Home%20Solutions&query_place_id=ChIJIzw3XIx5bIcRDSM_2PgkIqg,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,36,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2ROajI62GUDE7RzJ6khfOh1R5iuRmqeBhynPLjQnpCd1amstPy3ZViF6WlJbgLwjkCrOhWKysAvSU-4iTiYJ9umMF5ll6TMsUWEwaEQpflwLmEV07fulQuOsFgQF1ik9uC9Y=w408-h306-k-no,/g/11fdl3gb_4,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591772,"{'oneStar': 4, 'twoStar': 1, 'threeStar': 1, 'fourStar': 7, 'fiveStar': 489}",,,,,
Mountain State Construction,,Steel erector,"1001 Bannock St Suite 615, Denver, CO 80204",Central,1001 Bannock St Suite 615,Denver,80204,Colorado,US,http://www.mountainstateconstruction.com/,(866) 948-9351,+18669489351,False,"{'lat': 39.7322457, 'lng': -104.9906841}",4.9,False,False,ChIJH5jpfc3tbIcRJOuLdpoHADY,"['Steel erector', 'Construction company', 'Garage builder', 'Garage door supplier', 'Metal construction company']",0x876cedcd7de9981f:0x3600079a768beb24,3891118438043347748,63.0,118.0,[],2026-03-02T07:57:22.276Z,,[],"[{'day': 'Monday', 'hours': '7\u202fAM to 6\u202fPM'}, {'day': 'Tuesday', 'hours': '7\u202fAM to 6\u202fPM'}, {'day': 'Wednesday', 'hours': '7\u202fAM to 6\u202fPM'}, {'day': 'Thursday', 'hours': '7\u202fAM to 6\u202fPM'}, {'day': 'Friday', 'hours': '7\u202fAM to 6\u202fPM'}, {'day': 'Saturday', 'hours': '9\u202fAM to 6\u202fPM'}, {'day': 'Sunday', 'hours': '9\u202fAM to 6\u202fPM'}]",[],[],[],"{'From the business': [{'Identifies as veteran-owned': True}], 'Service options': [{'Onsite services': True}]}",[],https://www.google.com/maps/search/?api=1&query=Mountain%20State%20Construction&query_place_id=ChIJH5jpfc3tbIcRJOuLdpoHADY,"https://www.google.com/maps/search/general%20contractor%20near%20Denver,%20CO/@39.76426895,-105.06013260999227,13z?hl=en","general contractor near Denver, CO",en,39,False,https://lh3.googleusercontent.com/gps-cs-s/AHVAwereCN0kRWrlMDE-yatCFrC1CWKPi2Y9ljqEuWkk5Sok_Ge-hQRaMBCIw7hET2wyAB-cbMhhFzHD48hC3mxl3woHfrIba4_29GldAdE32w1GNWOLd5gnw9GhkBzF_nDa1WlWAxw=w408-h306-k-no,/g/11jmzq00cm,general contractor,"Denver, CO",5,2026-03-02T01:57:37.591774,"{'oneStar': 2, 'twoStar': 0, 'threeStar': 0, 'fourStar': 1, 'fiveStar': 60}",,,,,
